ObjectID;Numéro du bureau de vote;Libellé du bureau de vote;Adresse;Code Postal;Identifiant du bureau de vote;geo_shape;geo_point_2d
226;21;COLLEGE BEAUMARCHAIS;124 RUE AMELOT;75011;11-21;"{""type"": ""Point"", ""coordinates"": [2.366905957280338, 48.86423155190503]}";48.8642315519, 2.36690595728
228;23;ECOLE MATERNELLE;111 AVENUE PARMENTIER;75011;11-23;"{""type"": ""Point"", ""coordinates"": [2.372385964210152, 48.86793495391689]}";48.8679349539, 2.37238596421
236;31;ECOLE ELEMENTAIRE;77 BOULEVARD DE BELLEVILLE;75011;11-31;"{""type"": ""Point"", ""coordinates"": [2.377434559130331, 48.87127462687108]}";48.8712746269, 2.37743455913
240;35;ECOLE ELEMENTAIRE;98 AVENUE DE LA REPUBLIQUE;75011;11-35;"{""type"": ""Point"", ""coordinates"": [2.382373622717376, 48.863630582813244]}";48.8636305828, 2.38237362272
242;37;ECOLE ELEMENTAIRE;100 AVENUE DE LA REPUBLIQUE;75011;11-37;"{""type"": ""Point"", ""coordinates"": [2.382761767398555, 48.863557049485166]}";48.8635570495, 2.3827617674
243;38;ECOLE ELEMENTAIRE;100 AVENUE DE LA REPUBLIQUE;75011;11-38;"{""type"": ""Point"", ""coordinates"": [2.382761767398555, 48.863557049485166]}";48.8635570495, 2.3827617674
244;39;ECOLE ELEMENTAIRE;29 RUE SERVAN;75011;11-39;"{""type"": ""Point"", ""coordinates"": [2.382979544859996, 48.8607505468527]}";48.8607505469, 2.38297954486
258;53;ECOLE ELEMENTAIRE;16 RUE TITON;75011;11-53;"{""type"": ""Point"", ""coordinates"": [2.386507361001294, 48.851641287386755]}";48.8516412874, 2.386507361
268;8;ECOLE ELEMENTAIRE B;56 RUE DE PICPUS;75012;12-8;"{""type"": ""Point"", ""coordinates"": [2.396622588122308, 48.843591411940835]}";48.8435914119, 2.39662258812
270;10;ECOLE ELEMENTAIRE A;57 RUE DE REUILLY;75012;12-10;"{""type"": ""Point"", ""coordinates"": [2.388583675795725, 48.84576439179544]}";48.8457643918, 2.3885836758
272;12;ECOLE ELEMENTAIRE;27 RUE DE REUILLY;75012;12-12;"{""type"": ""Point"", ""coordinates"": [2.386425029553647, 48.8479589297468]}";48.8479589297, 2.38642502955
276;16;ECOLE ELEMENTAIRE A;56 RUE DE PICPUS;75012;12-16;"{""type"": ""Point"", ""coordinates"": [2.396622588122308, 48.843591411940835]}";48.8435914119, 2.39662258812
280;20;ECOLE MATERNELLE;28 RUE DE LA BRECHE AUX LOUPS;75012;12-20;"{""type"": ""Point"", ""coordinates"": [2.394535776510291, 48.837787855724116]}";48.8377878557, 2.39453577651
282;22;ECOLE ELEMENTAIRE;16 RUE DE LA BRECHE AUX LOUPS;75012;12-22;"{""type"": ""Point"", ""coordinates"": [2.393715340565479, 48.837085560684336]}";48.8370855607, 2.39371534057
285;25;ECOLE ELEMENTAIRE;52 RUE DE WATTIGNIES;75012;12-25;"{""type"": ""Point"", ""coordinates"": [2.397131780790823, 48.8355194361598]}";48.8355194362, 2.39713178079
287;27;ECOLE ELEMENTAIRE;52 RUE DE WATTIGNIES;75012;12-27;"{""type"": ""Point"", ""coordinates"": [2.397131780790823, 48.8355194361598]}";48.8355194362, 2.39713178079
310;50;ECOLE MATERNELLE;70 AVENUE DAUMESNIL;75012;12-50;"{""type"": ""Point"", ""coordinates"": [2.380346980225811, 48.84470029804975]}";48.844700298, 2.38034698023
322;62;L.P. THEOPHILE GAUTIER;49 RUE DE CHARENTON;75012;12-62;"{""type"": ""Point"", ""coordinates"": [2.372559645008332, 48.85122356231539]}";48.8512235623, 2.37255964501
326;2;ECOLE ELEMENTAIRE;13 RUE FAGON;75013;13-2;"{""type"": ""Point"", ""coordinates"": [2.35695080961766, 48.83254787058288]}";48.8325478706, 2.35695080962
329;5;ECOLE ELEMENTAIRE A;42 RUE JENNER;75013;13-5;"{""type"": ""Point"", ""coordinates"": [2.36143129235871, 48.83581663514189]}";48.8358166351, 2.36143129236
341;17;ECOLE ELEMENTAIRE B;55 RUE BAUDRICOURT;75013;13-17;"{""type"": ""Point"", ""coordinates"": [2.363135199592029, 48.82577113005029]}";48.8257711301, 2.36313519959
344;20;ECOLE ELEMENTAIRE;3 RUE EMILE LEVASSOR;75013;13-20;"{""type"": ""Point"", ""coordinates"": [2.369042816412052, 48.82088925082744]}";48.8208892508, 2.36904281641
350;26;LYCEE PROFESSIONNEL GALILEE;28 RUE DE PATAY;75013;13-26;"{""type"": ""Point"", ""coordinates"": [2.375167403615806, 48.82531537552594]}";48.8253153755, 2.37516740362
351;27;ECOLE MATERNELLE;15 RUE DE DOMREMY;75013;13-27;"{""type"": ""Point"", ""coordinates"": [2.373003857368423, 48.83027039536933]}";48.8302703954, 2.37300385737
356;32;ECOLE ELEMENTAIRE;60 RUE DUNOIS;75013;13-32;"{""type"": ""Point"", ""coordinates"": [2.3670916782129012, 48.83262567919513]}";48.8326256792, 2.36709167821
362;38;L E I GASTON BACHELARD;2 RUE TAGORE;75013;13-38;"{""type"": ""Point"", ""coordinates"": [2.360346525720605, 48.82071610023313]}";48.8207161002, 2.36034652572
369;45;ECOLE MATERNELLE;8 RUE KUSS;75013;13-45;"{""type"": ""Point"", ""coordinates"": [2.351305566352578, 48.8222309933788]}";48.8222309934, 2.35130556635
370;46;ECOLE MATERNELLE;84 BOULEVARD KELLERMANN;75013;13-46;"{""type"": ""Point"", ""coordinates"": [2.347484231683314, 48.82026224400042]}";48.820262244, 2.34748423168
377;53;ECOLE ELEMENTAIRE;16 RUE WURTZ;75013;13-53;"{""type"": ""Point"", ""coordinates"": [2.344618522106466, 48.8269319304423]}";48.8269319304, 2.34461852211
379;55;ECOLE ELEMENTAIRE;100 RUE DE LA GLACIERE;75013;13-55;"{""type"": ""Point"", ""coordinates"": [2.343168417335833, 48.8292602721854]}";48.8292602722, 2.34316841734
382;58;ECOLE ELEMENTAIRE;38 RUE VANDREZANNE;75013;13-58;"{""type"": ""Point"", ""coordinates"": [2.353176840261815, 48.82783877739521]}";48.8278387774, 2.35317684026
383;59;ECOLE MATERNELLE;40 RUE VANDREZANNE;75013;13-59;"{""type"": ""Point"", ""coordinates"": [2.353153714391738, 48.82785931993577]}";48.8278593199, 2.35315371439
386;62;ECOLE ELEMENTAIRE;13 RUE VULPIAN;75013;13-62;"{""type"": ""Point"", ""coordinates"": [2.346494701507424, 48.831548196358746]}";48.8315481964, 2.34649470151
390;66;ECOLE ELEMENTAIRE;30 BOULEVARD ARAGO;75013;13-66;"{""type"": ""Point"", ""coordinates"": [2.347458518773279, 48.83560045373689]}";48.8356004537, 2.34745851877
400;5;COLLEGE JEAN MOULIN;75 RUE D ALESIA;75014;14-5;"{""type"": ""Point"", ""coordinates"": [2.328319946811308, 48.827730327352015]}";48.8277303274, 2.32831994681
401;6;COLLEGE JEAN MOULIN;75 RUE D ALESIA;75014;14-6;"{""type"": ""Point"", ""coordinates"": [2.328319946811308, 48.827730327352015]}";48.8277303274, 2.32831994681
403;8;COLLEGE ALPHONSE DAUDET;93 RUE D ALESIA;75014;14-8;"{""type"": ""Point"", ""coordinates"": [2.325909408842611, 48.82801241661346]}";48.8280124166, 2.32590940884
406;11;ECOLE ELEMENTAIRE;20 RUE ANTOINE CHANTIN;75014;14-11;"{""type"": ""Point"", ""coordinates"": [2.32265655037813, 48.82725293257814]}";48.8272529326, 2.32265655038
409;14;ECOLE ELEMENTAIRE;12 RUE JEAN ZAY;75014;14-14;"{""type"": ""Point"", ""coordinates"": [2.321205472921632, 48.83765106936367]}";48.8376510694, 2.32120547292
411;16;ECOLE ELEMENTAIRE;5 RUE ASSELINE;75014;14-16;"{""type"": ""Point"", ""coordinates"": [2.322846470930541, 48.835224830826824]}";48.8352248308, 2.32284647093
421;26;ECOLE ELEMENTAIRE;87 BOULEVARD ARAGO;75014;14-26;"{""type"": ""Point"", ""coordinates"": [2.335684628649772, 48.834359894879086]}";48.8343598949, 2.33568462865
426;31;LYCEE PAUL BERT;9 RUE HUYGHENS;75014;14-31;"{""type"": ""Point"", ""coordinates"": [2.328583687271062, 48.840718048749714]}";48.8407180487, 2.32858368727
427;32;ECOLE ELEMENTAIRE;24 RUE DELAMBRE;75014;14-32;"{""type"": ""Point"", ""coordinates"": [2.32680886331009, 48.84159830244622]}";48.8415983024, 2.32680886331
429;34;LYCEE TECHNOLOGIQUE EMILE DUBOIS;14 RUE EMILE DUBOIS;75014;14-34;"{""type"": ""Point"", ""coordinates"": [2.336936361686134, 48.83176558811381]}";48.8317655881, 2.33693636169
431;36;ECOLE ELEMENTAIRE;12 RUE D ALESIA;75014;14-36;"{""type"": ""Point"", ""coordinates"": [2.333987442275152, 48.82770065063449]}";48.8277006506, 2.33398744228
438;43;LYCEE LUCAS DE NEHOU;19 RUE FRIANT;75014;14-43;"{""type"": ""Point"", ""coordinates"": [2.324088998891613, 48.82519842089605]}";48.8251984209, 2.32408899889
446;51;ECOLE MATERNELLE;2 RUE MAURICE ROUVIER;75014;14-51;"{""type"": ""Point"", ""coordinates"": [2.310572150181697, 48.83060046924089]}";48.8306004692, 2.31057215018
448;53;ECOLE ELEMENTAIRE;5 SQUARE ALAIN FOURNIER;75014;14-53;"{""type"": ""Point"", ""coordinates"": [2.307286936185581, 48.82814157438208]}";48.8281415744, 2.30728693619
450;55;ECOLE MATERNELLE;7 AVENUE MAURICE D OCAGNE;75014;14-55;"{""type"": ""Point"", ""coordinates"": [2.312164949668678, 48.82475730461192]}";48.8247573046, 2.31216494967
463;11;LYCEE D ENSEIGNEMENT PROFESSIONNEL;62 RUE SAINT CHARLES;75015;15-11;"{""type"": ""Point"", ""coordinates"": [2.286857796984684, 48.84829225670924]}";48.8482922567, 2.28685779698
465;13;ECOLE ELEMENTAIRE;12 RUE FONDARY;75015;15-13;"{""type"": ""Point"", ""coordinates"": [2.292248171803469, 48.848405612953336]}";48.848405613, 2.2922481718
466;14;ECOLE ELEMENTAIRE;25 RUE ROUELLE;75015;15-14;"{""type"": ""Point"", ""coordinates"": [2.287397384473942, 48.85042162079514]}";48.8504216208, 2.28739738447
470;18;ECOLE MATERNELLE;3 PLACE DU CARDINAL AMETTE;75015;15-18;"{""type"": ""Point"", ""coordinates"": [2.297107581517179, 48.85093752713476]}";48.8509375271, 2.29710758152
477;25;ECOLE ELEMENTAIRE;33 bis RUE MIOLLIS;75015;15-25;"{""type"": ""Point"", ""coordinates"": [2.302347271007296, 48.84538458978615]}";48.8453845898, 2.30234727101
486;34;ECOLE MATERNELLE;149 RUE DE VAUGIRARD;75015;15-34;"{""type"": ""Point"", ""coordinates"": [2.316087899171889, 48.8439135155313]}";48.8439135155, 2.31608789917
497;45;ECOLE ELEMENTAIRE;15 RUE DE CHERBOURG;75015;15-45;"{""type"": ""Point"", ""coordinates"": [2.304099547320272, 48.831062532533714]}";48.8310625325, 2.30409954732
501;49;ECOLE MATERNELLE;5 AVENUE DE LA PORTE BRANCION;75015;15-49;"{""type"": ""Point"", ""coordinates"": [2.301234438320686, 48.82730183276835]}";48.8273018328, 2.30123443832
505;53;ECOLE MATERNELLE;20 RUE DE LA SAIDA;75015;15-53;"{""type"": ""Point"", ""coordinates"": [2.295528515374476, 48.83199719001002]}";48.83199719, 2.29552851537
508;56;ECOLE POLYVALENTE;28 RUE DOMBASLE;75015;15-56;"{""type"": ""Point"", ""coordinates"": [2.298207100962432, 48.83588103985165]}";48.8358810399, 2.29820710096
2;2;ECOLE ELEMENTAIRE;19 RUE DE L ARBRE SEC;75001;1-2;"{""type"": ""Point"", ""coordinates"": [2.342029948146027, 48.85990426535164]}";48.8599042654, 2.34202994815
9;9;ECOLE MATERNELLE;27 RUE DE LA SOURDIERE;75001;1-9;"{""type"": ""Point"", ""coordinates"": [2.332706150639765, 48.8667006841511]}";48.8667006842, 2.33270615064
14;4;GYMNASE JEAN DAME;17 RUE LEOPOLD BELLAN;75002;2-4;"{""type"": ""Point"", ""coordinates"": [2.345506505207472, 48.86656835749192]}";48.8665683575, 2.34550650521
21;1;MAIRIE D'ARRONDISSEMENT;2 RUE EUGENE SPULLER;75003;3-1;"{""type"": ""Point"", ""coordinates"": [2.361531961565591, 48.863992026300004]}";48.8639920263, 2.36153196157
23;3;COLLEGE PIERRE JEAN DE BERANGER;5 RUE BERANGER;75003;3-3;"{""type"": ""Point"", ""coordinates"": [2.364260380683142, 48.865016990340045]}";48.8650169903, 2.36426038068
24;4;LYCEE FRANCOIS TRUFFAUT;28 RUE DEBELLEYME;75003;3-4;"{""type"": ""Point"", ""coordinates"": [2.363535204972251, 48.861952648639274]}";48.8619526486, 2.36353520497
26;6;LYCEE SIMONE WEIL;7 RUE DE POITOU;75003;3-6;"{""type"": ""Point"", ""coordinates"": [2.364033607980206, 48.86135218784701]}";48.8613521878, 2.36403360798
31;11;ECOLE MATERNELLE;25 RUE CHAPON;75003;3-11;"{""type"": ""Point"", ""coordinates"": [2.355172112698722, 48.863620134722936]}";48.8636201347, 2.3551721127
33;13;ECOLE ELEMENTAIRE;6 RUE VAUCANSON;75003;3-13;"{""type"": ""Point"", ""coordinates"": [2.356788112679094, 48.86711766351632]}";48.8671176635, 2.35678811268
40;5;ECOLE ELEMENTAIRE;22 RUE DE L AVE MARIA;75004;4-5;"{""type"": ""Point"", ""coordinates"": [2.359861988140575, 48.85318126047318]}";48.8531812605, 2.35986198814
41;6;LYCEE PROFESSIONNEL THEOPHILE GAUTIER;6 bis PLACE DES VOSGES;75004;4-6;"{""type"": ""Point"", ""coordinates"": [2.366255676496674, 48.85480003448505]}";48.8548000345, 2.3662556765
42;7;ECOLE ELEMENTAIRE;21 RUE DES TOURNELLES;75004;4-7;"{""type"": ""Point"", ""coordinates"": [2.367207185296034, 48.85506720406477]}";48.8550672041, 2.3672071853
52;3;ECOLE ELEMENTAIRE;28 RUE SAINT JACQUES;75005;5-3;"{""type"": ""Point"", ""coordinates"": [2.3456618602660813, 48.851335083469266]}";48.8513350835, 2.34566186027
53;4;L.E.P. ABBE GREGOIRE;30 RUE SAINT JACQUES;75005;5-4;"{""type"": ""Point"", ""coordinates"": [2.345587780412599, 48.85120581857556]}";48.8512058186, 2.34558778041
56;7;ECOLE ELEMENTAIRE;250 bis RUE SAINT JACQUES;75005;5-7;"{""type"": ""Point"", ""coordinates"": [2.341354361031483, 48.84386905152093]}";48.8438690515, 2.34135436103
60;11;ECOLE ELEMENTAIRE;41 RUE DE L ARBALETE;75005;5-11;"{""type"": ""Point"", ""coordinates"": [2.346485243605406, 48.83940177436118]}";48.8394017744, 2.34648524361
61;12;ECOLE ELEMENTAIRE;41 RUE DE L ARBALETE;75005;5-12;"{""type"": ""Point"", ""coordinates"": [2.346485243605406, 48.83940177436118]}";48.8394017744, 2.34648524361
62;13;ANNEXE DU COLLEGE PIERRE ALVISET;51 RUE LHOMOND;75005;5-13;"{""type"": ""Point"", ""coordinates"": [2.348537624667017, 48.84129366675147]}";48.8412936668, 2.34853762467
76;2;MAIRIE D'ARRONDISSEMENT;78 RUE BONAPARTE;75006;6-2;"{""type"": ""Point"", ""coordinates"": [2.332611370078193, 48.85053653589072]}";48.8505365359, 2.33261137008
83;9;COLLEGE JACQUES PREVERT;18 RUE SAINT BENOIT;75006;6-9;"{""type"": ""Point"", ""coordinates"": [2.332845545464418, 48.854733878225744]}";48.8547338782, 2.33284554546
88;14;CENTRE ANDRE MALRAUX;112 RUE DE RENNES;75006;6-14;"{""type"": ""Point"", ""coordinates"": [2.327529609247871, 48.847869864850495]}";48.8478698649, 2.32752960925
89;15;CENTRE ANDRE MALRAUX;112 RUE DE RENNES;75006;6-15;"{""type"": ""Point"", ""coordinates"": [2.327529609247871, 48.847869864850495]}";48.8478698649, 2.32752960925
90;16;ECOLE ELEMENTAIRE;6 RUE LITTRE;75006;6-16;"{""type"": ""Point"", ""coordinates"": [2.323773107971395, 48.84564321342216]}";48.8456432134, 2.32377310797
95;21;INSTITUT NOTRE DAME DE SION;61 RUE NOTRE DAME DES CHAMPS;75006;6-21;"{""type"": ""Point"", ""coordinates"": [2.331052973149332, 48.84373778468044]}";48.8437377847, 2.33105297315
97;1;MAIRIE D'ARRONDISSEMENT;116 RUE DE GRENELLE;75007;7-1;"{""type"": ""Point"", ""coordinates"": [2.320043697318318, 48.856866485651466]}";48.8568664857, 2.32004369732
100;4;INSTITUT D'ETUDES POLITIQUES;13 RUE DE L UNIVERSITE;75007;7-4;"{""type"": ""Point"", ""coordinates"": [2.329772471577774, 48.856963074918816]}";48.8569630749, 2.32977247158
101;5;INSTITUT D'ETUDES POLITIQUES;13 RUE DE L UNIVERSITE;75007;7-5;"{""type"": ""Point"", ""coordinates"": [2.329772471577774, 48.856963074918816]}";48.8569630749, 2.32977247158
106;10;ECOLE MATERNELLE;48 RUE VANEAU;75007;7-10;"{""type"": ""Point"", ""coordinates"": [2.319164367648744, 48.85120382348837]}";48.8512038235, 2.31916436765
112;16;ECOLE ELEMENTAIRE;10 AVENUE DE LA MOTTE PICQUET;75007;7-16;"{""type"": ""Point"", ""coordinates"": [2.309080059051487, 48.85691247965493]}";48.8569124797, 2.30908005905
113;17;COLLEGE JULES ROMAINS;6 RUE CLER;75007;7-17;"{""type"": ""Point"", ""coordinates"": [2.305433795829927, 48.85846458527289]}";48.8584645853, 2.30543379583
120;24;ECOLE ELEMENTAIRE;1 RUE GENERAL CAMOU;75007;7-24;"{""type"": ""Point"", ""coordinates"": [2.299859394888836, 48.85889065434008]}";48.8588906543, 2.29985939489
129;8;ECOLE MATERNELLE;7 RUE DE MOSCOU;75008;8-8;"{""type"": ""Point"", ""coordinates"": [2.325992460010725, 48.880035216918564]}";48.8800352169, 2.32599246001
130;9;ECOLE MATERNELLE;12 RUE DE LA BIENFAISANCE;75008;8-9;"{""type"": ""Point"", ""coordinates"": [2.320127033532668, 48.876814964394086]}";48.8768149644, 2.32012703353
132;11;GYMNASE;18 RUE ROQUEPINE;75008;8-11;"{""type"": ""Point"", ""coordinates"": [2.3182786568721783, 48.8733292072393]}";48.8733292072, 2.31827865687
141;2;MAIRIE D'ARRONDISSEMENT;6 RUE DROUOT;75009;9-2;"{""type"": ""Point"", ""coordinates"": [2.340480602036985, 48.872591611353904]}";48.8725916114, 2.34048060204
149;10;ECOLE MATERNELLE;12 RUE CLAUZEL;75009;9-10;"{""type"": ""Point"", ""coordinates"": [2.338667949046521, 48.87916167986249]}";48.8791616799, 2.33866794905
150;11;ECOLE MATERNELLE;12 RUE CLAUZEL;75009;9-11;"{""type"": ""Point"", ""coordinates"": [2.338667949046521, 48.87916167986249]}";48.8791616799, 2.33866794905
170;4;ECOLE ELEMENTAIRE;17 RUE DE MARSEILLE;75010;10-4;"{""type"": ""Point"", ""coordinates"": [2.36382465940898, 48.87175161694108]}";48.8717516169, 2.36382465941
186;20;ECOLE ELEMENTAIRE;10 RUE EUGENE VARLIN;75010;10-20;"{""type"": ""Point"", ""coordinates"": [2.36477403552505, 48.87833745297161]}";48.878337453, 2.36477403553
187;21;COLLEGE VALMY;195 QUAI DE VALMY;75010;10-21;"{""type"": ""Point"", ""coordinates"": [2.368163055514795, 48.88144351867598]}";48.8814435187, 2.36816305551
190;24;ECOLE ELEMENTAIRE;49 bis RUE LOUIS BLANC;75010;10-24;"{""type"": ""Point"", ""coordinates"": [2.3625162520929512, 48.882409492853064]}";48.8824094929, 2.36251625209
194;28;ECOLE ELEMENTAIRE;14 RUE BOSSUET;75010;10-28;"{""type"": ""Point"", ""coordinates"": [2.352506614308577, 48.87913850844485]}";48.8791385084, 2.35250661431
210;5;ECOLE ELEMENTAIRE;35 RUE GODEFROY CAVAIGNAC;75011;11-5;"{""type"": ""Point"", ""coordinates"": [2.380494278429646, 48.85608077990476]}";48.8560807799, 2.38049427843
219;14;ECOLE ELEMENTAIRE;13 RUE FROMENT;75011;11-14;"{""type"": ""Point"", ""coordinates"": [2.372494075471415, 48.85741545794757]}";48.8574154579, 2.37249407547
227;22;ECOLE MATERNELLE;111 AVENUE PARMENTIER;75011;11-22;"{""type"": ""Point"", ""coordinates"": [2.372385964210152, 48.86793495391689]}";48.8679349539, 2.37238596421
239;34;LYCEE VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;75011;11-34;"{""type"": ""Point"", ""coordinates"": [2.384525456935613, 48.863525572289994]}";48.8635255723, 2.38452545694
245;40;ECOLE ELEMENTAIRE;22 RUE SAINT MAUR;75011;11-40;"{""type"": ""Point"", ""coordinates"": [2.382040688954125, 48.86030901641165]}";48.8603090164, 2.38204068895
248;43;COLLEGE ALAIN FOURNIER;87 RUE LEON FROT;75011;11-43;"{""type"": ""Point"", ""coordinates"": [2.383843480876598, 48.85779982773857]}";48.8577998277, 2.38384348088
254;49;ECOLE ELEMENTAIRE;4 AVENUE DE BOUVINES;75011;11-49;"{""type"": ""Point"", ""coordinates"": [2.396500499132046, 48.849852763228]}";48.8498527632, 2.39650049913
256;51;ECOLE ELEMENTAIRE;16 RUE TITON;75011;11-51;"{""type"": ""Point"", ""coordinates"": [2.386507361001294, 48.851641287386755]}";48.8516412874, 2.386507361
259;54;ECOLE ELEMENTAIRE;8 CITE VOLTAIRE;75011;11-54;"{""type"": ""Point"", ""coordinates"": [2.390499572425956, 48.852651921125634]}";48.8526519211, 2.39049957243
261;1;ECOLE ELEMENTAIRE;4 RUE BIGNON;75012;12-1;"{""type"": ""Point"", ""coordinates"": [2.388515779432286, 48.840431161998836]}";48.840431162, 2.38851577943
273;13;ECOLE ELEMENTAIRE;27 RUE DE REUILLY;75012;12-13;"{""type"": ""Point"", ""coordinates"": [2.386425029553647, 48.8479589297468]}";48.8479589297, 2.38642502955
278;18;ECOLE ELEMENTAIRE B;57 RUE DE REUILLY;75012;12-18;"{""type"": ""Point"", ""coordinates"": [2.388583675795725, 48.84576439179544]}";48.8457643918, 2.3885836758
284;24;ECOLE ELEMENTAIRE;16 RUE DE LA BRECHE AUX LOUPS;75012;12-24;"{""type"": ""Point"", ""coordinates"": [2.393715340565479, 48.837085560684336]}";48.8370855607, 2.39371534057
290;30;ECOLE ELEMENTAIRE;19 RUE MARSOULAN;75012;12-30;"{""type"": ""Point"", ""coordinates"": [2.403156688935975, 48.84639431353634]}";48.8463943135, 2.40315668894
294;34;COLLEGE GEORGES COURTELINE;44 AVENUE DU DOCTEUR ARNOLD NETTER;75012;12-34;"{""type"": ""Point"", ""coordinates"": [2.405655711979986, 48.843803479528816]}";48.8438034795, 2.40565571198
298;38;ECOLE MATERNELLE;16 RUE DE MONTEMPOIVRE;75012;12-38;"{""type"": ""Point"", ""coordinates"": [2.407014352562364, 48.84013866430814]}";48.8401386643, 2.40701435256
308;48;ECOLE ELEMENTAIRE;6 RUE DE POMMARD;75012;12-48;"{""type"": ""Point"", ""coordinates"": [2.384737478941724, 48.835960552970334]}";48.835960553, 2.38473747894
309;49;ECOLE ELEMENTAIRE;6 RUE BIGNON;75012;12-49;"{""type"": ""Point"", ""coordinates"": [2.388926736947814, 48.84077056725588]}";48.8407705673, 2.38892673695
316;56;COLLEGE;14 RUE CHARLES BAUDELAIRE;75012;12-56;"{""type"": ""Point"", ""coordinates"": [2.3768306861054063, 48.84935949740952]}";48.8493594974, 2.37683068611
323;63;ECOLE ELEMENTAIRE;5 RUE JEAN BOUTON;75012;12-63;"{""type"": ""Point"", ""coordinates"": [2.376766723554521, 48.84569695860736]}";48.8456969586, 2.37676672355
332;8;ECOLE MATERNELLE;8 RUE RICAUT;75013;13-8;"{""type"": ""Point"", ""coordinates"": [2.361454579168281, 48.82985084599566]}";48.829850846, 2.36145457917
333;9;ECOLE MATERNELLE;8 RUE RICAUT;75013;13-9;"{""type"": ""Point"", ""coordinates"": [2.361454579168281, 48.82985084599566]}";48.829850846, 2.36145457917
337;13;ECOLE ELEMENTAIRE A;33 PLACE JEANNE D ARC;75013;13-13;"{""type"": ""Point"", ""coordinates"": [2.367434603606919, 48.82978370265541]}";48.8297837027, 2.36743460361
338;14;ECOLE MATERNELLE;103 RUE DU CHATEAU DES RENTIERS;75013;13-14;"{""type"": ""Point"", ""coordinates"": [2.367210837072406, 48.8281738391239]}";48.8281738391, 2.36721083707
339;15;ECOLE ELEMENTAIRE A;57 RUE BAUDRICOURT;75013;13-15;"{""type"": ""Point"", ""coordinates"": [2.363085356083464, 48.825705623934496]}";48.8257056239, 2.36308535608
347;23;ECOLE ELEMENTAIRE;37 RUE DU CHATEAU DES RENTIERS;75013;13-23;"{""type"": ""Point"", ""coordinates"": [2.369976587713752, 48.824622423834654]}";48.8246224238, 2.36997658771
348;24;ECOLE MATERNELLE;40 RUE DU CHATEAU DES RENTIERS;75013;13-24;"{""type"": ""Point"", ""coordinates"": [2.369983163744939, 48.82495743974752]}";48.8249574397, 2.36998316374
358;34;ECOLE POLYVALENTE;21 RUE PRIMO LEVI;75013;13-34;"{""type"": ""Point"", ""coordinates"": [2.378716997554846, 48.83060964720602]}";48.8306096472, 2.37871699755
361;37;L E I GASTON BACHELARD;2 RUE TAGORE;75013;13-37;"{""type"": ""Point"", ""coordinates"": [2.360346525720605, 48.82071610023313]}";48.8207161002, 2.36034652572
378;54;ECOLE MATERNELLE;16 RUE WURTZ;75013;13-54;"{""type"": ""Point"", ""coordinates"": [2.344618522106466, 48.8269319304423]}";48.8269319304, 2.34461852211
387;63;ECOLE ELEMENTAIRE;140 RUE LEON MAURICE NORDMANN;75013;13-63;"{""type"": ""Point"", ""coordinates"": [2.343182130926404, 48.83377350533525]}";48.8337735053, 2.34318213093
388;64;ECOLE MATERNELLE;140 RUE LEON MAURICE NORDMANN;75013;13-64;"{""type"": ""Point"", ""coordinates"": [2.343182130926404, 48.83377350533525]}";48.8337735053, 2.34318213093
393;69;ECOLE ELEMENTAIRE;9 RUE AUGUSTE PERRET;75013;13-69;"{""type"": ""Point"", ""coordinates"": [2.359792233694548, 48.8248360520786]}";48.8248360521, 2.35979223369
394;70;ECOLE ELEMENTAIRE;8 RUE GEORGE BALANCHINE;75013;13-70;"{""type"": ""Point"", ""coordinates"": [2.373644551130149, 48.83646720479784]}";48.8364672048, 2.37364455113
397;2;ANNEXE DE LA MAIRIE D'ARRONDISSEMENT;12 RUE PIERRE CASTAGNOU;75014;14-2;"{""type"": ""Point"", ""coordinates"": [2.325920050643497, 48.83274771195874]}";48.832747712, 2.32592005064
399;4;ECOLE ELEMENTAIRE;46 RUE BOULARD;75014;14-4;"{""type"": ""Point"", ""coordinates"": [2.327836190204344, 48.832662577708895]}";48.8326625777, 2.3278361902
402;7;COLLEGE JEAN MOULIN;75 RUE D ALESIA;75014;14-7;"{""type"": ""Point"", ""coordinates"": [2.328319946811308, 48.827730327352015]}";48.8277303274, 2.32831994681
407;12;ECOLE ELEMENTAIRE;5 RUE PRISSE D AVENNES;75014;14-12;"{""type"": ""Point"", ""coordinates"": [2.328290184470267, 48.82511886185232]}";48.8251188619, 2.32829018447
416;21;ECOLE ELEMENTAIRE;134 RUE DE L OUEST;75014;14-21;"{""type"": ""Point"", ""coordinates"": [2.313395779181126, 48.83272000907851]}";48.8327200091, 2.31339577918
417;22;ECOLE ELEMENTAIRE;134 RUE DE L OUEST;75014;14-22;"{""type"": ""Point"", ""coordinates"": [2.313395779181126, 48.83272000907851]}";48.8327200091, 2.31339577918
419;24;ECOLE ELEMENTAIRE;48 RUE HIPPOLYTE MAINDRON;75014;14-24;"{""type"": ""Point"", ""coordinates"": [2.32055918755773, 48.830404583219156]}";48.8304045832, 2.32055918756
420;25;ECOLE ELEMENTAIRE;48 RUE HIPPOLYTE MAINDRON;75014;14-25;"{""type"": ""Point"", ""coordinates"": [2.32055918755773, 48.830404583219156]}";48.8304045832, 2.32055918756
